id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
608,"""There are no earmarks"" in the stimulus bill.",Robert Gibbs,models/gemini-2.5-pro,The stimulus bill was the American Recovery and Reinvestment Act of 2009.,low,The bill contained no items meeting the formal congressional definition of an earmark.,high,"The bill directed funds to specific projects, which some observers labeled as earmarks.",high,The bill contained no items meeting the formal congressional definition of an earmark.,high,85,Uncertain,"The claim's accuracy depends on the contested and narrow definition of an ""earmark"" used at the time.",False
609,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",Donald Trump,models/gemini-2.5-pro,Foxconn had job targets for its Wisconsin factory.,high,Foxconn hasn't hit its job targets.,high,A pandemic occurred.,high,Foxconn had job targets for its Wisconsin factory.,high,100,Likely false,Foxconn had already missed its job targets for two years before the COVID-19 pandemic began.,False
610,Says al Qaeda has camps with the drug cartels in Mexico.,Louie Gohmert,models/gemini-2.5-pro,al Qaeda has camps in Mexico.,high,al Qaeda collaborates with drug cartels in Mexico.,high,There is an al Qaeda presence in Mexico.,medium,al Qaeda has camps in Mexico.,high,5,Likely false,U.S. intelligence has consistently found no credible evidence of al Qaeda camps in Mexico.,False
611,"""No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.""",Alex Sink,models/gemini-2.5-pro,Alex Sink's gubernatorial campaign had significant financial resources.,medium,No previous Democratic campaign for Florida governor had comparable resources at the same point in an election cycle.,high,The comparison was made early in the 2010 election cycle.,low,No previous Democratic campaign for Florida governor had comparable resources at the same point in an election cycle.,high,95,Verified,Contemporary news reports confirmed her fundraising totals were a record for a Democrat at that race stage.,True
612,"""Innocent lives will be saved"" by ending taxpayer funding of Planned Parenthood.",Greg Abbott,models/gemini-2.5-pro,Planned Parenthood receives taxpayer funding.,high,Planned Parenthood provides abortion services.,high,Federal taxpayer funds are generally prohibited from directly funding abortions.,high,Planned Parenthood receives taxpayer funding.,high,100,Uncertain,"The claim that lives will be saved is a predictive outcome, not a verifiable fact.",False
613,"Says George Soros said, ""I’m going to bring down the United States by funding Black Hate groups. We’ll put them into a mental trap and make them blame white people. The Black community is the easiest to manipulate.""",Viral image,models/gemini-2.5-pro,"George Soros said, ""I’m going to bring down the United States by funding Black Hate groups.""",high,"George Soros said, ""We’ll put them into a mental trap and make them blame white people.""",high,"George Soros said, ""The Black community is the easiest to manipulate.""",high,"George Soros said, ""I’m going to bring down the United States by funding Black Hate groups.""",high,0,Likely false,There is no credible evidence George Soros ever made this statement; it is a debunked fabrication.,False
614,It’s safer to be unvaccinated than vaccinated against COVID-19.,Viral image,models/gemini-2.5-pro,COVID-19 vaccines reduce the risk of hospitalization from the virus.,high,COVID-19 vaccines reduce the risk of death from the virus.,high,Serious adverse events from COVID-19 vaccines are rare.,high,COVID-19 vaccines reduce the risk of hospitalization from the virus.,high,98,Likely false,Data shows vaccination significantly reduces the risk of death from COVID-19 compared to being unvaccinated.,False
615,The U.S. would gain revenue by cutting personal income tax rates in half and ending tax breaks.,Mark Warner,models/gemini-2.5-pro,The U.S. would gain revenue from the proposed tax changes.,high,The proposal involves cutting personal income tax rates in half.,medium,The proposal involves ending tax breaks.,medium,The U.S. would gain revenue from the proposed tax changes.,high,10,Likely false,"Economic analyses show such a large tax cut would significantly reduce revenue, despite ending tax breaks.",True
616,"Coronavirus patients are being ""cremated alive"" in China.",Facebook posts,models/gemini-2.5-pro,There are coronavirus patients in China.,low,China is using cremation for deceased coronavirus patients.,medium,Coronavirus patients are being cremated while still alive.,high,Coronavirus patients are being cremated while still alive.,high,98,Likely false,This is a widely debunked conspiracy theory with no credible evidence to support the claim.,False
617,"""The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.""",Bob Barr,models/gemini-2.5-pro,Senator McCain supported legislation authorizing federal surveillance of American citizens.,high,The legislation pertained to surveillance of citizens within their own country.,high,The authorized surveillance could be conducted without any suspicion of terrorist or criminal activity.,medium,Senator McCain supported legislation authorizing federal surveillance of American citizens.,high,95,Likely false,"The claim ""without any suspicion whatsoever"" mischaracterizes the legal standards of the surveillance legislation McCain supported.",True
618,Portland Community College serves more students than all of the state’s universities combined.,Portland Community College,models/gemini-2.5-pro,Portland Community College (PCC) is a post-secondary institution in Oregon.,low,Oregon has multiple state universities.,low,PCC serves more students than all of Oregon's state universities combined.,high,PCC serves more students than all of Oregon's state universities combined.,high,95,Likely false,Recent state data shows Oregon's universities combined serve significantly more students than Portland Community College.,False
619,"Quotes actor Will Smith as saying: ""I’m not afraid to say that Trump and his supporters are ba…""",Bloggers,models/gemini-2.5-pro,Actor Will Smith was quoted as saying something about Donald Trump.,medium,"The quote attributed to Will Smith is ""I’m not afraid to say that Trump and his supporters are ba…"".",high,This quote was disseminated by bloggers.,high,"The quote attributed to Will Smith is ""I’m not afraid to say that Trump and his supporters are ba…"".",high,95,Likely false,Fact-checkers found no evidence Will Smith made this statement; it originated from a satirical website.,False
620,"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win"" on election night.",Facebook posts,models/gemini-2.5-pro,"Six states ""decided to stop counting"" votes.",high,The halt in counting occurred on election night.,medium,"Donald Trump was ""headed for a win"" when counting paused.",medium,"Six states ""decided to stop counting"" votes.",high,95,Likely false,Vote counting routinely pauses overnight; this was not an abnormal decision to stop the process.,False
621,"The U.S. Supreme Court is ""five guys who start determining what contraceptions are legal.""",Nancy Pelosi,models/gemini-2.5-pro,The majority in the Burwell v. Hobby Lobby decision consisted of five male justices.,high,The Supreme Court has ruled on cases related to contraception access and coverage.,high,The Hobby Lobby ruling concerned whether for-profit companies could refuse to provide certain contraception coverage.,high,The majority in the Burwell v. Hobby Lobby decision consisted of five male justices.,high,100,Verified,"The 2014 Hobby Lobby ruling on contraception was decided by a 5-justice majority, all of whom were men.",False
622,"""There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19.""",10 GOP Louisiana Lawmakers,models/gemini-2.5-pro,The vaccine mentioned is the Pfizer BioNTech vaccine.,low,The statement concerns the vaccine's FDA approval status.,medium,There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19.,high,There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19.,high,98,Likely false,"The FDA granted full approval for the Pfizer-BioNTech vaccine on August 23, 2021, before this statement.",False
623,"""Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.""",Facebook posts,models/gemini-2.5-pro,Hillsboro school district has placed Antifa and BLM in their curriculum.,high,The curriculum presents Antifa and BLM as 'Justice Fighters'.,high,The curriculum change applies to the fourth grade.,high,Hillsboro school district has placed Antifa and BLM in their curriculum.,high,5,Likely false,The school district has stated these claims are false and no such curriculum exists.,False
624,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.",Paul Broun,models/gemini-2.5-pro,Stimulus money funded a government board.,high,The board made recommendations.,medium,"The recommendations would cost 378,000 jobs and $28.3 billion in sales.",high,Stimulus money funded a government board.,high,95,Likely false,"The figures cited are from an industry group's projection, not the government board's own recommendations.",False
625,"""$21T in Pentagon accounting errors. Medicare for All costs ~$32T. That means 66% of Medicare for All could have been funded already by the Pentagon.""",Alexandria Ocasio-Cortez,models/gemini-2.5-pro,There was $21T in Pentagon accounting errors.,high,Medicare for All costs ~$32T.,medium,$21T would fund 66% of a ~$32T program.,low,There was $21T in Pentagon accounting errors.,high,90,Likely false,"The $21T figure represents accounting adjustments over years, not a pool of lost or spendable money.",False
626,"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",Joe Biden,models/gemini-2.5-pro,John McCain voted against a troop funding bill.,high,The funding bill contained a timeline to draw down American troops.,high,The timeline was the stated reason for McCain's vote against the bill.,high,John McCain voted against a troop funding bill.,high,95,Verified,McCain publicly opposed the 2007 funding bill specifically because it included a withdrawal timeline.,True
627,"Sen. Barbara Boxer ""voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.""",Susan B. Anthony List,models/gemini-2.5-pro,Sen. Barbara Boxer voted against immigration reform.,high,The reform would permit people to come here legally to work.,high,The reform was to permit Hispanic immigrants to come to the U.S.,medium,Sen. Barbara Boxer voted against immigration reform.,high,100,Verified,Boxer voted against a 2007 bill that included a guest worker program for legal immigration.,False
628,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",Phil Gingrey,models/gemini-2.5-pro,The U.S. unemployment rate remained above 8 percent for 43 consecutive months.,high,The stretch of unemployment above 8 percent was the longest since the Great Depression.,high,The U.S. unemployment rate has been above 8 percent.,low,The U.S. unemployment rate remained above 8 percent for 43 consecutive months.,high,100,Verified,BLS data shows unemployment was above 8% for 43 months from February 2009 to August 2012.,True
629,"""There is a place in the U.S. where murder is legal.""",TikTok posts,models/gemini-2.5-pro,A legal theory identifies a 50-square-mile area in the Idaho part of Yellowstone Park as a potential loophole.,high,The theory is based on the Sixth Amendment's requirement for a jury from the state and district where a crime occurred.,high,This specific Idaho portion of the park is uninhabited but falls under the federal district of Wyoming.,high,A legal theory identifies a 50-square-mile area in the Idaho part of Yellowstone Park as a potential loophole.,high,100,Likely false,"This refers to an untested legal theory, and Congress has since passed legislation to close the loophole.",False
630,"Says the KKK marched in Mebane, N.C., after Trump’s victory",Viral image,models/gemini-2.5-pro,"A Ku Klux Klan march took place in Mebane, N.C.",high,The march occurred after Donald Trump's election victory.,high,An image circulated online claimed a KKK march happened in Mebane.,medium,"A Ku Klux Klan march took place in Mebane, N.C.",high,95,Likely false,Mebane police confirmed no such march occurred; the photo used was from a different event and location.,False
631,"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",Karen Handel,models/gemini-2.5-pro,The Senate immigration bill contains rewards for au pair agencies.,high,The Senate immigration bill contains rewards for Alaskan seafood processors.,high,The Senate immigration bill contains rewards for Vegas casinos.,high,The Senate immigration bill contains rewards for au pair agencies.,high,95,Verified,The 2013 Senate bill had a provision allowing Alaskan seafood processors to hire year-round guest workers.,True
632,"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",Ted Cruz,models/gemini-2.5-pro,Existing law requires 700 miles of border fencing.,high,The law requires the fencing to be double-layered.,high,The law concerns the Mexico border.,low,Existing law requires 700 miles of border fencing.,high,15,Likely false,"The law was amended, removing the specific requirement for 700 miles of double-layered fencing.",False
633,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",John McCain,models/gemini-2.5-pro,Vice President Gore ran against President Bush in the 2000 election.,high,The comparison is based on the position one week before the election.,high,The McCain campaign was in roughly the same position as Gore's campaign.,high,Vice President Gore ran against President Bush in the 2000 election.,high,95,Likely false,"Polling data shows Gore was in a toss-up race, while McCain was trailing significantly.",False
634,"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000""",Chris Koster,models/gemini-2.5-pro,"A ""tobacco loophole"" exists in Missouri tax law.",high,Closing this loophole would generate revenue for Missouri.,high,"The amount of money saved would be $50,000,000.",high,"A ""tobacco loophole"" exists in Missouri tax law.",high,80,Uncertain,The figure is a high-end projection; official state fiscal notes estimated a lower amount.,True
635,"""We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.""",George P. Bush,models/gemini-2.5-pro,Funds were appropriated during the Trump administration to build over 700 miles of wall.,high,Only 150 miles of wall were constructed.,high,The border wall was uncompleted.,low,Funds were appropriated during the Trump administration to build over 700 miles of wall.,high,20,Likely false,"Official reports show 458 total miles were built, with about 80 miles being new barrier.",False
636,"""In 2005, Dan Branch tried to expand third-trimester abortions in Texas.""",Texas Right to Life,models/gemini-2.5-pro,Dan Branch was a Texas legislator in 2005.,low,Dan Branch sponsored legislation related to abortion in 2005.,medium,The legislation was an attempt to expand third-trimester abortions.,high,The legislation was an attempt to expand third-trimester abortions.,high,45,Uncertain,The claim is a disputed interpretation of a bill's health exception clause for minors.,False
637,Says Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,American Crossroads,models/gemini-2.5-pro,Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,high,President Barack Obama had a plan to raise taxes on wealthy Americans.,medium,Bill Clinton publicly commented on President Obama's tax plan.,low,Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,high,15,Likely false,Clinton's comments were taken out of context; he later clarified his support for Obama's position.,False
638,"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",Donald Trump,models/gemini-2.5-pro,The unemployment rate for Wisconsin workers has reached historic lows.,high,The unemployment rate for Wisconsin has never been lower.,high,The statement concerns the unemployment rate specifically for Wisconsin workers.,low,The unemployment rate for Wisconsin workers has reached historic lows.,high,95,Verified,"In 2018, the unemployment rate in Wisconsin fell to a record low for its modern data series.",True
639,"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is ""a claim without any scientific basis.""",Ron Paul,models/gemini-2.5-pro,Anthony Fauci stated the coronavirus death rate is 10 times that of the seasonal flu.,high,The seasonal flu has a mortality rate generally estimated at 0.1%.,high,Ron Paul stated this claim has no scientific basis.,high,Anthony Fauci stated the coronavirus death rate is 10 times that of the seasonal flu.,high,95,Likely false,Fauci's statement reflected early scientific estimates and World Health Organization data available at the time.,False
640,President Joe Biden gave Congress an exemption from vaccine mandate,Facebook posts,models/gemini-2.5-pro,A vaccine mandate was issued by President Joe Biden.,high,Congress received an exemption from the vaccine mandate.,high,President Joe Biden gave Congress the exemption.,high,A vaccine mandate was issued by President Joe Biden.,high,5,Likely false,"The President lacks the constitutional authority to impose mandates on Congress, a separate branch of government.",False
641,"Tennis star Serena Williams wrote that she’s ""sick of COVID-19. I’m sick of black vs. white. I’m sick of Democrats vs. Republicans. I’m sick of gay vs. straight. I’m sick of Christians vs atheists. I’m REALLY sick of the media.""",Facebook posts,models/gemini-2.5-pro,"Serena Williams wrote the statement ""I’m sick of COVID-19...I’m REALLY sick of the media.""",high,The attributed statement mentions a division between Democrats and Republicans.,low,The attributed statement mentions a division between gay and straight people.,low,"Serena Williams wrote the statement ""I’m sick of COVID-19...I’m REALLY sick of the media.""",high,95,Likely false,The quote was misattributed to Williams; there is no evidence she wrote or said this statement.,False
642,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,models/gemini-2.5-pro,A video exists featuring Joe Biden.,low,"In a video, Joe Biden used the word 'jihad'.",medium,Joe Biden called for a jihad.,high,Joe Biden called for a jihad.,high,5,Likely false,"The video shows Biden used 'jihad' metaphorically, not as a call for a holy war.",False
643,"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain.""",Caitlyn Jenner,models/gemini-2.5-pro,North Carolina's HB2 replacement law prevents cities from enacting non-discrimination ordinances until December 2020.,high,"Under the HB2 replacement, only the state legislature can regulate access to multi-occupancy restrooms.",high,North Carolina's replacement for HB2 is law HB 142.,medium,North Carolina's HB2 replacement law prevents cities from enacting non-discrimination ordinances until December 2020.,high,100,Verified,The replacement law did prevent local non-discrimination ordinances and preempted bathroom rules until December 2020.,False
644,"Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth.""",GayDonna Vandergriff,models/gemini-2.5-pro,Schuyler VanValkenburg co-sponsored a bill.,high,The bill was related to abortion access.,high,"The bill would have ""allowed abortion until the moment of birth.""",high,Schuyler VanValkenburg co-sponsored a bill.,high,95,Likely false,"The bill removed late-term abortion rules, but this phrasing is a significant, misleading exaggeration of its effect.",False
645,"""Got the old killdozer loaded up heading for Ottawa.""",Facebook posts,models/gemini-2.5-pro,The term 'killdozer' references an armored bulldozer used in a 2004 incident.,high,The speaker claims their destination is Ottawa.,low,The statement implies a connection to protests occurring in Ottawa.,medium,The term 'killdozer' references an armored bulldozer used in a 2004 incident.,high,100,Uncertain,"The statement is a personal claim of intent and likely figurative, making its literal truthfulness unverifiable.",False
646,"""Those 30-, 40-year mortgages"" prove that banks know climate change ""is not going to happen.""",Instagram posts,models/gemini-2.5-pro,Banks offer 30-year mortgages.,high,Banks offer 40-year mortgages.,high,Banks know climate change 'is not going to happen'.,low,Banks offer 30-year mortgages.,high,100,Likely false,Banks issue long-term mortgages but also actively price and mitigate climate-related financial risks.,False
647,A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,Instagram posts,models/gemini-2.5-pro,The BBC is a British public broadcaster.,high,A BBC video shows reporting on the collapse of a World Trade Center building on 9/11.,high,A BBC report on WTC 7's collapse was broadcast while the building was still standing.,high,The BBC is a British public broadcaster.,high,100,Likely false,The BBC has explained the premature report was a mistake made during a chaotic live broadcast.,False
648,"Say video ""shows massive alligator strolling across Florida golf course.""",Bloggers,models/gemini-2.5-pro,A video shows an alligator.,high,The alligator is on a golf course.,high,The location is in Florida.,high,A video shows an alligator.,high,100,Verified,"The video was filmed at Valencia Golf & Country Club in Naples, Florida.",True
649,"""Swedish health authorities considering introducing restrictions because of monkeypox outbreak.""",Facebook posts,models/gemini-2.5-pro,There was a monkeypox outbreak in Sweden.,medium,Swedish health authorities responded to the monkeypox outbreak.,low,Swedish health authorities were considering introducing restrictions for monkeypox.,high,Swedish health authorities were considering introducing restrictions for monkeypox.,high,95,Verified,"Sweden classified monkeypox as a public danger, enabling restrictive measures like mandatory isolation for infected individuals.",False
650,"The man who killed the Uvalde, Texas, school shooter ""wasn't even an on-duty police officer.""",Facebook posts,models/gemini-2.5-pro,The Uvalde school shooter was killed by law enforcement.,high,The agent who killed the shooter was a member of a U.S. Border Patrol tactical unit (BORTAC).,high,The agent who killed the shooter was on-duty as part of the official response.,high,The Uvalde school shooter was killed by law enforcement.,high,98,Likely false,The shooter was killed by an on-duty federal law enforcement officer from a Border Patrol tactical unit.,False
651,"Gov. McDonnell's proposed budget ""is cutting"" public education.",Donald McEachin,models/gemini-2.5-pro,Governor McDonnell proposed a budget.,low,The budget included funding for public education.,medium,The proposed budget 'is cutting' public education.,high,The proposed budget 'is cutting' public education.,high,92,Likely false,"The budget increased nominal education spending, though critics argued cost shifts effectively made it a cut.",False
652,"""Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them.""",Julián Castro,models/gemini-2.5-pro,Ohio has lost jobs according to the latest jobs data.,high,Michigan has lost jobs according to the latest jobs data.,high,Pennsylvania has lost jobs according to the latest jobs data.,high,Ohio has lost jobs according to the latest jobs data.,high,95,Verified,BLS data available at the time showed month-over-month job losses in all three states.,False
653,"The Obama administration ""didn't do anything about"" swine flu.",Donald Trump,models/gemini-2.5-pro,There was a swine flu (H1N1) pandemic during the Obama administration.,high,The Obama administration declared a public health emergency in response to the swine flu outbreak.,high,The Obama administration oversaw the development and distribution of a vaccine for swine flu.,high,There was a swine flu (H1N1) pandemic during the Obama administration.,high,100,Likely false,The administration declared a public health emergency in April 2009 and later a national emergency.,False
654,"Polls on legalizing same-sex marriage ""are not dramatically changing.""",Julaine Appling,models/gemini-2.5-pro,Polls on legalizing same-sex marriage are not dramatically changing.,high,Public support for same-sex marriage increased significantly in the decade preceding 2014.,high,"In 2011, Gallup first recorded majority support for legal same-sex marriage.",high,Polls on legalizing same-sex marriage are not dramatically changing.,high,95,Likely false,Polling data from the preceding decade shows a rapid and significant increase in support for same-sex marriage.,False
655,"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",Dan Patrick,models/gemini-2.5-pro,It is against the law in Texas to allow a child to access a loaded firearm.,high,The law applies to loaded guns.,high,The law pertains to children (defined in the statute as persons younger than 17).,high,It is against the law in Texas to allow a child to access a loaded firearm.,high,98,Verified,Texas Penal Code § 46.13 makes it a crime to negligently let a child access a firearm.,True
656,"""20,000 Kansans lost their health insurance because of (Obamacare).""",Pat Roberts,models/gemini-2.5-pro,"20,000 Kansans lost their health insurance.",high,The loss of health insurance was because of Obamacare.,high,The event affected residents of Kansas.,low,"20,000 Kansans lost their health insurance.",high,15,Likely false,"The figure refers to plan cancellation notices, not the number of people who became uninsured.",False
657,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,Presente.org,models/gemini-2.5-pro,Rush Limbaugh called Sonia Sotomayor a racist.,high,Rep. Adam Putnam was silent on the matter.,medium,Sonia Sotomayor was a judicial nominee at the time.,high,Rush Limbaugh called Sonia Sotomayor a racist.,high,98,Uncertain,"Limbaugh's comment is verified, but proving a public figure's complete silence on an issue is difficult.",False
658,"""Scott Walker has even removed the 250,000 jobs promise from his website.""",Mike Tate,models/gemini-2.5-pro,"Scott Walker made a promise to create 250,000 jobs.",high,"The 250,000 jobs promise was on his website.",high,"The 250,000 jobs promise has been removed from his website.",high,"Scott Walker made a promise to create 250,000 jobs.",high,95,Verified,Fact-checkers confirmed in October 2012 that the specific jobs promise was removed from his website.,False
659,"""In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",Sheldon Whitehouse,models/gemini-2.5-pro,Pell Grants were first fully funded in 1976.,medium,"In 1976, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college.",high,"Today, a full Pell Grant covers just 34 percent of those costs.",high,"In 1976, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college.",high,95,Verified,Data from The College Board confirms the historical purchasing power of Pell Grants was in this range.,True
660,"Muslim immigrants were responsible for 11,000 of 13,000 knife attacks in London in the past 12 months.",Viral image,models/gemini-2.5-pro,"There were 13,000 knife attacks in London in the past 12 months.",high,"Muslim immigrants were responsible for 11,000 of these attacks.",high,The attacks occurred in London.,low,"There were 13,000 knife attacks in London in the past 12 months.",high,0,Likely false,UK police do not collect data on the religion or immigration status of crime perpetrators.,False
661,"Says President Barack Obama ""built this $16 trillion debt.""",Reid Ribble,models/gemini-2.5-pro,The national debt reached $16 trillion during Barack Obama's presidency.,high,The national debt was approximately $10.6 trillion when Obama took office in January 2009.,high,Congress holds the constitutional power to authorize federal spending and borrowing.,high,The national debt reached $16 trillion during Barack Obama's presidency.,high,100,Likely false,The debt was already over $10 trillion when Obama took office; he did not build it all.,False
662,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",Scott Walker,models/gemini-2.5-pro,The metric used is property taxes as a percentage of personal income.,low,The comparison period for the tax level is since the end of World War II.,low,"Wisconsin property taxes, as a percentage of personal income, are at their lowest point since WWII.",high,"Wisconsin property taxes, as a percentage of personal income, are at their lowest point since WWII.",high,95,Verified,Data from the nonpartisan Wisconsin Legislative Fiscal Bureau confirms this claim is accurate.,True
663,"""Millions could lose their health care coverage and be forced into a government pool"" under the new health care law.",Crossroads GPS,models/gemini-2.5-pro,Millions could lose their health care coverage,high,[People could] be forced into a government pool,high,These potential changes are under the new health care law.,low,Millions could lose their health care coverage,high,90,Verified,Millions of people received cancellation notices for health plans not compliant with the new law.,False
664,"""A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.""",Gus Bilirakis,models/gemini-2.5-pro,A study on the Paris climate deal was conducted by the National Economic Research Associates (NERA).,low,The NERA study showed the deal could cost 2.7 million lost jobs in the U.S.,high,The job loss projection was for the year 2025.,medium,The NERA study showed the deal could cost 2.7 million lost jobs in the U.S.,high,100,Verified,The cited NERA study does project a potential loss of 2.7 million jobs by 2025.,False
665,"""We suspended the (Foxconn) work around October, November last year because the weather there was snowy and icy cold.""",Terry Gou,models/gemini-2.5-pro,Foxconn suspended work on its Wisconsin project.,high,The work was suspended around October/November of the previous year.,high,The stated reason for the suspension was snowy and icy cold weather.,high,Foxconn suspended work on its Wisconsin project.,high,95,Likely false,"The project suspension was primarily due to strategic changes, not just seasonal weather.",False
666,"""We've created more than 850,000 jobs, more than all the other states combined.""",Rick Perry,models/gemini-2.5-pro,"Texas created more than 850,000 jobs.",high,Texas created more jobs than all other states combined.,high,The job creation referenced is a net figure.,medium,"Texas created more than 850,000 jobs.",high,98,Likely false,"The 850,000 figure represents gross job hires, not the much smaller net job gain.",True
667,"""No fracking waste is being dumped in New York State""",Basil Seggos,models/gemini-2.5-pro,No fracking waste is being dumped in New York State,high,The subject of the claim is specifically 'fracking waste',medium,The geographic scope of the claim is 'New York State',low,No fracking waste is being dumped in New York State,high,95,Likely false,"Reports show NY landfills accept solid fracking waste from other states, contradicting the absolute claim.",False
668,"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",Charlie Crist,models/gemini-2.5-pro,Marco Rubio said people embarrassed by the U.S. can move to other countries.,high,Marco Rubio's comments were directed at Keith Olbermann.,high,Marco Rubio offered to pay for Keith Olbermann's airfare.,high,Marco Rubio said people embarrassed by the U.S. can move to other countries.,high,95,Verified,Rubio suggested Olbermann could leave the country if embarrassed by it; Crist's statement is a paraphrase.,True
669,"""We already have $23 billion worth of debt.""",Rick Scott,models/gemini-2.5-pro,We have debt.,high,The amount of the debt is $23 billion.,high,The debt is a current condition.,medium,We have debt.,high,95,Likely false,"The U.S. national debt is measured in trillions, not billions of dollars.",True
670,"Under Mayor Tom Barrett, the number of Milwaukee police officers ""has not increased.""",Bob Donovan,models/gemini-2.5-pro,The number of Milwaukee police officers has not increased under Mayor Tom Barrett.,high,Tom Barrett was the Mayor of Milwaukee.,low,The number of Milwaukee police officers is a tracked statistic.,low,The number of Milwaukee police officers has not increased under Mayor Tom Barrett.,high,95,Verified,City data shows the number of sworn officers decreased during the relevant mayoral period.,True
671,"Says there’s not ""much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.""",Kevin Coughlin,models/gemini-2.5-pro,There is not much evidence that people have contributed to global warming.,high,There is not much evidence that people can do very much to change global warming.,high,Human activity is not a significant contributor to global warming.,high,There is not much evidence that people have contributed to global warming.,high,98,Likely false,Overwhelming scientific consensus confirms human activities are the primary driver of modern global warming.,False
672,"West Virginia ""is the only state to decline in population over the last 70 years""",Jim Justice,models/gemini-2.5-pro,West Virginia experienced a population decline over the last 70 years.,high,West Virginia is the only U.S. state to have its population decline over the last 70 years.,high,The timeframe for the population comparison is the 70-year period from approximately 1950 to 2020.,medium,West Virginia experienced a population decline over the last 70 years.,high,100,Verified,U.S. Census data from 1950 and 2020 confirms West Virginia is the only state with a decline.,True
673,"Says a photo from JFK airport shows ""our troops leaving to protect each one of us and our country.""",Facebook posts,models/gemini-2.5-pro,A photo was shared online.,low,The photo was purported to be from JFK airport.,medium,The photo was claimed to show US troops leaving for deployment.,high,The photo was claimed to show US troops leaving for deployment.,high,98,Likely false,"The photo shows Dutch Marines at Amsterdam's Schiphol Airport in 2011, not US troops at JFK.",False
674,"""Hate speech is not protected by the first amendment.""",Howard Dean,models/gemini-2.5-pro,Hate speech is not protected by the first amendment.,high,The First Amendment provides protection for speech.,medium,Some categories of speech are not protected by the First Amendment.,high,Hate speech is not protected by the first amendment.,high,95,Likely false,U.S. Supreme Court precedent holds there is no general 'hate speech' exception to the First Amendment.,False
675,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",Instagram posts,models/gemini-2.5-pro,A lawyer helped Kanye West get on the ballot in Wisconsin.,high,The lawyer is actively working for Donald Trump's campaign.,high,The lawyer who helped Kanye West is a GOP lawyer.,high,A lawyer helped Kanye West get on the ballot in Wisconsin.,high,95,Verified,Reports confirmed the lawyer for West's ballot access was also working for the Trump campaign.,True
