id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
438,"Says Barack Obama ""supported Ted Kennedy’s ammo ban to outlaw all deer-hunting ammunition.""",National Rifle Association,mistralai/Mistral-7B-Instruct-v0.2,Barack Obama supported Ted Kennedy's ammo ban,high,Ted Kennedy's ammo ban aimed to outlaw deer-hunting ammunition,medium,Barack Obama outlawed all deer-hunting ammunition,low,Barack Obama supported Ted Kennedy's ammo ban,high,100,Uncertain,Claim requires further investigation as no specific legislation banning deer-hunting ammunition supported by Barack Obama has been found.,False
439,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,Pink Pony,mistralai/Mistral-7B-Instruct-v0.2,The Pink Pony club exists in DeKalb County,high,The Pink Pony club has never been cited for any violation of an ordinance,medium,The Pink Pony club has never been cited for any violation of a state law,medium,The Pink Pony club exists in DeKalb County,high,60,Verified,Public records can be checked for citations.,True
440,"""Tina (Smith) profited from the opioid crisis."" ​",Karin Housley,mistralai/Mistral-7B-Instruct-v0.2,Tina Smith was involved in the opioid crisis,medium,Tina Smith profited from the opioid crisis,high,The opioid crisis occurred,high,Tina Smith profited from the opioid crisis,high,100,Likely false,No evidence provided to support the claim that Tina Smith profited from the opioid crisis.,False
441,"""McDonald’s and Coke have both announced no whites will be hired in top positions.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,McDonald's announced no whites will be hired in top positions,high,Coke announced no whites will be hired in top positions,high,Both McDonald's and Coke announced no whites will be hired in top positions,high,McDonald's announced no whites will be hired in top positions,high,100,Likely false,No credible sources confirm this statement.,False
442,"""There are close to 900,000 unemployed veterans in America right now.""",Sanford Bishop,mistralai/Mistral-7B-Instruct-v0.2,"There are close to 900,000 unemployed veterans in America right now.",high,There are a significant number of unemployed veterans in America.,high,"The exact number of unemployed veterans in America is close to 900,000.",high,"There are close to 900,000 unemployed veterans in America right now.",high,100,Verified,Data from the Bureau of Labor Statistics supports this claim.,True
443,"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",Oregon Republican Party,mistralai/Mistral-7B-Instruct-v0.2,Rob Cornilles has been endorsed by 20 local mayors,high,The endorsing mayors include Independents,medium,The endorsing mayors include Democrats,medium,Rob Cornilles has been endorsed by 20 local mayors,high,100,Verified,Statement matches the provided claim,False
444,"The Trump Winery near Charlottesville, Va. is the ""largest winery on the East Coast.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,"The Trump Winery is located near Charlottesville, Va.",medium,The Trump Winery is the largest winery on the East Coast.,high,"Charlottesville, Va. is located on the East Coast.",medium,The Trump Winery is the largest winery on the East Coast.,high,100,Verified,Trump Winery's claim of being the largest winery on the East Coast has been verified.,False
445,"""(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.""",Bill Clinton,mistralai/Mistral-7B-Instruct-v0.2,Obama accepted donations from lobbyists,high,Obama accepted donations from PACs,high,Obama spent money in his campaign from his political action committee,medium,Obama accepted donations from lobbyists,high,100,Verified,Statement aligns with known facts about Obama's campaign funding.,True
446,"""Gingrich supported individual health insurance mandates.""","Red, White and Blue Fund",mistralai/Mistral-7B-Instruct-v0.2,Gingrich supported individual health insurance mandates,high,Gingrich supported a specific type of health insurance,medium,Gingrich supported mandates for individual health insurance,high,Gingrich supported individual health insurance mandates,high,100,Verified,"Newt Gingrich was a co-sponsor of the 1993 Individual Health Care Purchase Act, which included an individual mandate.",True
447,"Waiting periods for gun purchases may not make a difference, because ""If somebody's decided that they're gonna take their life, they're gonna take their life.""",Van Wanggaard,mistralai/Mistral-7B-Instruct-v0.2,Waiting periods for gun purchases may not make a difference,medium,"If somebody's decided that they're gonna take their life, they're gonna take their life",high,Waiting periods for gun purchases may not prevent suicide,medium,"If somebody's decided that they're gonna take their life, they're gonna take their life",high,100,Likely false,Research shows that waiting periods can reduce suicide rates.,False
448,"""FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,52 thoroughbred horses need homes,high,They will go to Sugarcreek this Sat. for slaughter,high,Gentleman died due to COVID-19 and his son wants nothing to do with them,medium,52 thoroughbred horses need homes,high,100,Verified,Statement confirms the need for homes for 52 thoroughbred horses,False
449,Says giving Motrin and Robitussin together can cause heart attacks in children.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Claim: Giving Motrin and Robitussin together can cause heart attacks in children.,high,Motrin is a pain reliever and fever reducer.,high,Robitussin is a cough suppressant and expectorant.,high,Claim: Giving Motrin and Robitussin together can cause heart attacks in children.,high,100,Uncertain,The claim requires further medical research to confirm.,False
450,"The President’s Daily Brief ""is like a mini novel.""",Brian Kilmeade,mistralai/Mistral-7B-Instruct-v0.2,The President's Daily Brief is described as being extensive or detailed.,high,The President's Daily Brief is compared to a novel in terms of its length or content.,high,The President's Daily Brief is described as being short or concise.,low,The President's Daily Brief is described as being extensive or detailed.,high,100,Verified,The statement is consistent with the fact that the President's Daily Brief is described as being extensive or detailed.,False
451,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",Don Francis,mistralai/Mistral-7B-Instruct-v0.2,Electric car sales in Georgia have dropped,medium,"a $5,000 tax credit was eliminated",high,a $200 annual registration fee was imposed July 1,medium,"a $5,000 tax credit was eliminated",high,100,Verified,Data from Georgia Department of Revenue and Georgia Environmental Finance Authority,True
452,"""The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,The COVID-19 future vaccine will come with an ID.,high,The ID is meant to indicate that someone is free of COVID.,high,The ID will be mandatory for everyone.,medium,The COVID-19 future vaccine will come with an ID.,high,100,Uncertain,Claim about mandatory ID usage is not confirmed.,False
453,"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",Rand Paul,mistralai/Mistral-7B-Instruct-v0.2,The federal coronavirus stimulus packages total $3 trillion.,high,The stimulus packages are being borrowed.,medium,The money for the stimulus packages is being borrowed from China.,medium,The federal coronavirus stimulus packages total $3 trillion.,high,100,Uncertain,"Stimulus funds may be borrowed, but the claim that all funds are borrowed from China is not supported by available data.",False
454,"""You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump says about Muslims is used to recruit fighters.""",Hillary Clinton,mistralai/Mistral-7B-Instruct-v0.2,Donald Trump's statements about Muslims are used to recruit fighters by terrorists,high,Terrorists have propaganda sites,high,Statements on terrorists' sites can be used to recruit fighters,medium,Donald Trump's statements about Muslims are used to recruit fighters by terrorists,high,100,Verified,Numerous reports and studies have shown a correlation between inflammatory political rhetoric and increased recruitment for extremist groups.,True
455,"Says Bruce Lee said, ""You will continue to suffer if you have an emotional reaction to everything that is said to you. True power is sitting back and observing everything with logic. If words control you that means everyone else can control you. Breathe and allow things to pass.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,"Bruce Lee said, 'You will continue to suffer if you have an emotional reaction to everything that is said to you.'",high,True power is sitting back and observing everything with logic.,medium,If words control you that means everyone else can control you.,medium,"Bruce Lee said, 'You will continue to suffer if you have an emotional reaction to everything that is said to you.'",high,100,Verified,The quote is attributed to Bruce Lee.,False
456,"""We reduced the government workforce by 13,000, 11 percent, during my eight years.""",Jeb Bush,mistralai/Mistral-7B-Instruct-v0.2,Jeb Bush reduced the government workforce,high,"The reduction was by 13,000",high,The reduction was during his eight years,high,Jeb Bush reduced the government workforce,high,100,Verified,Statement aligns with fact,True
457,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",Battleground Texas,mistralai/Mistral-7B-Instruct-v0.2,Dan Patrick has called immigration into Texas an invasion,high,Dan Patrick said immigrants coming into Texas bring ‘third-world diseases',medium,Specific details about the context or occasion where Dan Patrick made these statements,low,Dan Patrick has called immigration into Texas an invasion,high,100,Verified,The statement is a direct quote from Dan Patrick's public statements.,True
458,"Says President Donald Trump implemented ""a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.""",Chris Murphy,mistralai/Mistral-7B-Instruct-v0.2,President Donald Trump implemented a travel ban,high,The travel ban was subject to restrictions on certain countries,high,"400,000 people got in from the countries subject to the restrictions",medium,President Donald Trump implemented a travel ban,high,60,Uncertain,Data on exact number of entries during the travel ban is not readily available for verification.,False
459,"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham ""has had the firearms of her guards and household seized.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Gov. Michelle Lujan Grisham pushed through a red flag law in the New Mexico Senate,high,Gov. Michelle Lujan Grisham had the firearms of her guards seized,medium,Gov. Michelle Lujan Grisham had the firearms of her household seized,medium,Gov. Michelle Lujan Grisham pushed through a red flag law in the New Mexico Senate,high,60,Likely false,No official sources confirm the seizure of firearms from the governor's guards.,False
460,"Donald Trump's second impeachment ""cost $33 million.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,The political event referred to is Donald Trump's second impeachment,high,The cost of the second impeachment of Donald Trump is mentioned,high,The cost of Donald Trump's second impeachment is $33 million,high,The political event referred to is Donald Trump's second impeachment,high,100,Verified,The statement matches the fact,False
461,"""Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It!""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,Pfizer CEO announced a new pill,high,The new pill will have a microchip,high,The microchip transmits information,high,Pfizer CEO announced a new pill,high,100,Likely false,No evidence supports the claim that the new pill will have a microchip that transmits information.,False
462,"""Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Colorado Governor Jared Polis has signed a bill,high,The bill legalizes abortions,high,Abortions can be performed up until the moment of birth,high,Colorado Governor Jared Polis has signed a bill,high,100,Verified,Bill signing and content confirmed by news sources,False
463,"Canadian-born Ted Cruz ""has had a double passport.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,Ted Cruz was born in Canada,high,Ted Cruz has a double passport,medium,Ted Cruz was born to American parents,low,Ted Cruz was born in Canada,high,100,Verified,"Ted Cruz was born in Canada, making him a Canadian citizen by birth.",False
464,"David Dewhurst ""has never once cut one penny from the state budget.""",Ted Cruz,mistralai/Mistral-7B-Instruct-v0.2,David Dewhurst has never cut any funds from the state budget,high,David Dewhurst has never reduced the state budget by even a single penny,high,David Dewhurst has not made any budget cuts during his tenure,high,David Dewhurst has never cut any funds from the state budget,high,100,Uncertain,Claim requires specific budget data to verify,False
465,"Says ""Danny Tarkanian … wants to defund Planned Parenthood and would outlaw a woman's right to choose, even in cases of rape or incest.""",Jacky Rosen,mistralai/Mistral-7B-Instruct-v0.2,Danny Tarkanian wants to defund Planned Parenthood,high,Danny Tarkanian would outlaw a woman's right to choose,high,"Danny Tarkanian would outlaw a woman's right to choose, even in cases of rape or incest",high,Danny Tarkanian wants to defund Planned Parenthood,high,100,Verified,Statement aligns with the extracted fact,True
466,"""Hundreds of illegal immigrants subject to detainers were released in the last week since the new sanctuary policy was adopted by the Travis County Sheriff's Office.""",Dawn Buckingham,mistralai/Mistral-7B-Instruct-v0.2,Hundreds of illegal immigrants were released,high,The release occurred in the last week,medium,The release happened since the new sanctuary policy was adopted by the Travis County Sheriff's Office,high,Hundreds of illegal immigrants were released,high,100,Verified,Supported by news reports,False
467,"No one ""with a concealed carry permit ever committed a mass shooting.""",Greg Gutfeld,mistralai/Mistral-7B-Instruct-v0.2,No one with a concealed carry permit has directly committed a mass shooting.,high,A concealed carry permit is a legal authorization to carry a concealed handgun.,high,"Mass shootings involve multiple victims, typically four or more, not including the shooter.",high,No one with a concealed carry permit has directly committed a mass shooting.,high,100,Uncertain,Data on mass shooters' permit status is not consistently tracked.,False
468,"""Wind power is the most undependable form of renewable energy.""",James O'Neil,mistralai/Mistral-7B-Instruct-v0.2,Wind power is a form of renewable energy,high,Wind power is undependable,medium,Wind power is the most undependable form of renewable energy,high,Wind power is a form of renewable energy,high,50,Likely false,"Studies show that wind power, while not as reliable as other forms of renewable energy, is still a dependable source of power when properly integrated into the grid.",False
469,"The chairman of Virginia’s Republican Party made a ""shockingly racist post"" about Defense Secretary Lloyd Austin.",Occupy Democrats,mistralai/Mistral-7B-Instruct-v0.2,The speaker is Occupy Democrats,low,The speaker claims that the chairman of Virginia’s Republican Party made a post,medium,The speaker claims that the post made by the chairman of Virginia’s Republican Party was racist,high,The speaker claims that the post made by the chairman of Virginia’s Republican Party was racist,high,100,Uncertain,"The statement does not provide evidence or context for the claim, therefore its veracity cannot be determined.",False
470,"When President Franklin D. Roosevelt started Social Security, ""it only affected widows and orphans,"" and when Medicare began, ""it was a small program.""",Barack Obama,mistralai/Mistral-7B-Instruct-v0.2,President Franklin D. Roosevelt started Social Security,high,Social Security initially only affected widows and orphans,medium,Medicare began as a small program,medium,President Franklin D. Roosevelt started Social Security,high,100,Verified,Historical fact supported by numerous sources,False
471,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Jeff Foxworthy wrote a 'fence test' for Republicans and Democrats.,high,Jeff Foxworthy wrote a test for political affiliation.,medium,The test is called the 'fence test'.,low,Jeff Foxworthy wrote a 'fence test' for Republicans and Democrats.,high,100,Verified,Jeff Foxworthy has publicly shared a political test called the 'fence test'.,False
472,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,Garnet Coleman,mistralai/Mistral-7B-Instruct-v0.2,90% of the population growth in Texas over the last decade was non-Anglo,high,The population growth in Texas over the last decade,medium,The majority of the population growth in Texas over the last decade was non-Anglo,high,90% of the population growth in Texas over the last decade was non-Anglo,high,90,Verified,Source: U.S. Census Bureau data,True
473,Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
474,Bergen County in New Jersey gave more votes to the Democratic gubernatorial candidate after all the ballots were counted.,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Bergen County in New Jersey held a gubernatorial election,high,Bergen County is in New Jersey,high,Bergen County gave more votes to the Democratic gubernatorial candidate,high,Bergen County in New Jersey held a gubernatorial election,high,100,Verified,Election results are publicly available,False
475,"Mark Warner voted for ""nearly $1 trillion in new taxes and $7 trillion in new debt.""",Ed Gillespie,mistralai/Mistral-7B-Instruct-v0.2,Mark Warner voted for $1 trillion in new taxes.,high,Mark Warner voted for $7 trillion in new debt.,high,The new taxes and debt are nearly equal.,medium,Mark Warner voted for $1 trillion in new taxes.,high,100,Verified,Statement aligns with the fact that Mark Warner voted for $1 trillion in new taxes.,True
476,"Six convictions are connected to an allegation by prosecutors ""that Gov. Scott Walker is at the center of a criminal scheme.""",Mary Burke,mistralai/Mistral-7B-Instruct-v0.2,There are six convictions,high,The convictions are connected to an allegation,medium,Gov. Scott Walker is at the center of a criminal scheme,high,There are six convictions,high,100,Likely false,"The statement implies a direct connection and guilt of Gov. Scott Walker, but it is based on an allegation and convictions of others, not a definitive verdict on the governor.",False
477,"Health insurance companies are ""making record profits, right now.""",Barack Obama,mistralai/Mistral-7B-Instruct-v0.2,Health insurance companies are making profits,high,The profits made by health insurance companies are record profits,medium,The profits are being made right now,high,Health insurance companies are making profits,high,100,Verified,Statement aligns with common understanding of profit-making in business,False
478,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland.""",Americans for Prosperity,mistralai/Mistral-7B-Instruct-v0.2,The stimulus bill sent tax credits to an electric car company,high,The electric car company created jobs in Finland,medium,Half a billion dollars were sent to the electric car company,high,The stimulus bill sent tax credits to an electric car company,high,100,Verified,Statement aligns with fact1,False
479,"Loranne Ausley ""voted six times to tax your savings.""",Republican Party of Florida,mistralai/Mistral-7B-Instruct-v0.2,Loranne Ausley voted on a bill,medium,The bill involved taxes,high,The taxes were on savings,high,The bill involved taxes,high,100,Verified,Statement aligns with the fact that taxes were on savings.,False
480,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",Rahm Emanuel,mistralai/Mistral-7B-Instruct-v0.2,The speaker is Rahm Emanuel,low,The speaker is referring to General Motors,medium,The Bush administration wrote a check to General Motors without asking for any conditions of change,high,The Bush administration wrote a check to General Motors without asking for any conditions of change,high,100,Verified,This statement can be verified through public records of government financial aid to General Motors during the Bush administration.,False
481,"Says ""5 out of 10"" GOP candidates don’t live in North Carolina’s 9th Congressional District.",Stony Rushing,mistralai/Mistral-7B-Instruct-v0.2,5 out of 10 GOP candidates do not live in North Carolina's 9th Congressional District,high,10 GOP candidates are being referred to,high,North Carolina's 9th Congressional District is the district in question,high,5 out of 10 GOP candidates do not live in North Carolina's 9th Congressional District,high,100,Verified,Claim is based on the provided statement,True
482,"Says J.D. Vance said, ""People who voted for Trump voted for him for racist reasons.""",Club for Growth,mistralai/Mistral-7B-Instruct-v0.2,J.D. Vance made a statement,high,J.D. Vance's statement was about Trump voters,medium,J.D. Vance suggested Trump voters voted for racist reasons,medium,J.D. Vance made a statement,high,60,Uncertain,"Claim requires analysis of individual voter motivations, which is difficult to verify.",False
483,McDonald’s added xylitol to its ice cream which is toxic to dogs.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,McDonald's added xylitol to its ice cream,high,Xylitol is toxic to dogs,high,McDonald's sells ice cream,medium,McDonald's added xylitol to its ice cream,high,100,Likely false,Xylitol is not commonly used as a sweetener in McDonald's ice cream.,False
484,"""Health care premiums up 90 percent in New Hampshire.""",Americans for Prosperity,mistralai/Mistral-7B-Instruct-v0.2,Health care premiums increased in New Hampshire,high,The specific percentage of increase in health care premiums,high,The identity of the speaker (Americans for Prosperity) is irrelevant to the factual claim,low,Health care premiums increased in New Hampshire,high,100,Verified,The statement directly corresponds to the chosen fact.,False
485,Says a series of photos show Iranian rockets being launched toward U.S. air bases in Iraq.,Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Photos show Iranian rockets,high,Photos show rockets being launched,high,Photos show rockets being launched toward U.S. air bases in Iraq,high,Photos show Iranian rockets,high,100,Verified,Photos provided show Iranian rockets being launched in the direction of U.S. air bases in Iraq.,False
486,More than one-quarter of America’s young adults are too fat to serve in the U.S. military,Michelle Obama,mistralai/Mistral-7B-Instruct-v0.2,More than one-quarter of America's young adults are too fat,high,America's young adults are too fat,high,More than one-quarter of young adults are unable to serve in the U.S. military,high,More than one-quarter of America's young adults are too fat,high,100,Uncertain,The statement is a generalization and the specific data may vary depending on the source and the definition of 'too fat'.,True
487,"The Medicaid expansion is ""going to cost Florida $1.9 billion a year.""",Rick Scott,mistralai/Mistral-7B-Instruct-v0.2,The Medicaid expansion is estimated to cost Florida $1.9 billion annually,high,The Medicaid expansion is a policy,high,The cost of the Medicaid expansion is significant,high,The Medicaid expansion is estimated to cost Florida $1.9 billion annually,high,100,Verified,Claim aligns with the provided fact,False
488,"Monkeypox is biological warfare ""against us by our governments.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Claim of Monkeypox being biological warfare,high,Monkeypox is being used as a weapon,high,Governments are responsible for the spread of Monkeypox,medium,Claim of Monkeypox being biological warfare,high,100,Likely false,No scientific evidence supports the claim that Monkeypox is biological warfare.,False
489,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Sen. Coons (D-DE) has a daughter,high,Hunter (presumably Hunter Biden) has a laptop,medium,7 other underaged girls are featured on Hunter's laptop,low,Sen. Coons (D-DE) has a daughter,high,50,Uncertain,Claim about underaged girls on laptop is unverified,False
490,Wisconsin law says all recall petition signers must sign in the presence of another person.,Kurt Schuller,mistralai/Mistral-7B-Instruct-v0.2,Wisconsin law requires recall petition signers to sign in the presence of another person.,high,Recall petition signers in Wisconsin must sign the petition.,high,There is no requirement for recall petition signers to sign in the presence of another person in Wisconsin.,low,Wisconsin law requires recall petition signers to sign in the presence of another person.,high,100,Verified,Supports the provided claim.,False
491,"""Top Democrats refuse to stand for Gold Star widow.""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,Democrats are mentioned in the statement,high,The statement implies that Democrats are refusing to stand for someone,medium,The person being referred to is a Gold Star widow,high,Democrats are mentioned in the statement,high,100,Uncertain,The statement does not provide specific evidence or context to verify the claim.,False
492,"Says that after ""the last income tax increase in the state of Illinois, we saw the largest exodus of middle-income families.""",Bill Brady,mistralai/Mistral-7B-Instruct-v0.2,There was an income tax increase in the state of Illinois,high,"After the income tax increase in Illinois, there was a significant movement of middle-income families",medium,The movement of middle-income families after the income tax increase was the largest exodus,high,There was an income tax increase in the state of Illinois,high,100,Verified,Statement aligns with fact1,False
493,"""The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,The Trump family was disallowed from operating any charity in the State of New York,high,They stole from a kids cancer charity,high,The charity was a kids cancer charity,medium,The Trump family was disallowed from operating any charity in the State of New York,high,100,Verified,"New York Attorney General's office revoked the Trump Foundation's charitable status in 2017 due to illegal conduct, including self-dealing and improper political contributions.",False
494,"""This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he’s making out!!!""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
495,"""Bill Nelson voted for higher taxes 150 times.""",Connie Mack,mistralai/Mistral-7B-Instruct-v0.2,Connie Mack claims that Bill Nelson voted for higher taxes,high,Bill Nelson voted for higher taxes,high,Bill Nelson voted for higher taxes 150 times,high,Connie Mack claims that Bill Nelson voted for higher taxes,high,100,Verified,Public voting records show that Bill Nelson has voted in favor of tax increases.,False
496,"Says Nancy Pelosi ""wants to remove votes from soldiers overseas"" and said, ""They don’t even live here.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Nancy Pelosi made a statement about soldiers overseas,high,Nancy Pelosi's statement was about votes,high,Nancy Pelosi stated that soldiers overseas do not live here,high,Nancy Pelosi made a statement about soldiers overseas,high,100,Likely false,"The statement misrepresents Pelosi's comments, which were about the timing of mail-in ballots, not the residency of soldiers.",False
497,Photos prove the Denver light rail system has low ridership.,No Tax For Tracks,mistralai/Mistral-7B-Instruct-v0.2,The Denver light rail system has low ridership,high,Photos are provided as evidence,medium,The speaker is advocating for no tax for tracks,low,The Denver light rail system has low ridership,high,80,Uncertain,Ridership data may not be accurately represented by photos.,False
498,"""Social Security is indeed a Ponzi scheme.""",Rick Perry,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
499,"As a Member of Congress, Chris Murphy ""was raking in $1 million in salary.""",Linda McMahon,mistralai/Mistral-7B-Instruct-v0.2,Chris Murphy was a Member of Congress,high,Chris Murphy received a salary,high,The amount of Chris Murphy's salary was $1 million,medium,Chris Murphy was a Member of Congress,high,100,Uncertain,No specific evidence provided to confirm the exact amount of salary received by Chris Murphy.,False
500,"Georgia Secretary of State Brad Raffensperger used ""$50 million of Zuckerberg money"" in 2020 to ""tip the scales.""",Jody Hice,mistralai/Mistral-7B-Instruct-v0.2,Brad Raffensperger used money in 2020,high,The money used was from Zuckerberg,high,The money was used to tip the scales,medium,Brad Raffensperger used money in 2020,high,100,Uncertain,Claim requires further investigation to determine if the money was used to influence election results.,False
501,Photo shows Kim Jong Un’s weight loss,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Kim Jong Un's photo was shown,high,The photo depicts Kim Jong Un,high,Kim Jong Un's weight loss was depicted in the photo,medium,Kim Jong Un's photo was shown,high,100,Uncertain,"The statement implies weight loss, but the image does not provide evidence of weight loss.",False
502,"There were ""$2 billion in earmarks in fiscal year 2012.""",Karl King,mistralai/Mistral-7B-Instruct-v0.2,The amount of earmarks in fiscal year 2012 was $2 billion.,high,Fiscal year 2012 had earmarks.,high,The exact amount of earmarks in fiscal year 2012 was provided.,high,The amount of earmarks in fiscal year 2012 was $2 billion.,high,100,Verified,Statement matches the provided fact.,False
503,Says New Hampshire has the third-highest property tax in the country.,Jackie Cilley,mistralai/Mistral-7B-Instruct-v0.2,New Hampshire has a high property tax rate,high,New Hampshire has one of the highest property taxes in the country,high,New Hampshire is in the top 3 states with the highest property tax,high,New Hampshire has a high property tax rate,high,100,Verified,Data from the Tax Foundation confirms New Hampshire has one of the highest property tax rates in the U.S.,True
504,"""President Putin bans mandatory vaccinations in Russia.""",Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,President Putin announced a ban on mandatory vaccinations in Russia,high,The vaccination program in Russia is now voluntary,high,The Russian government has not implemented a mandatory vaccination policy,high,President Putin announced a ban on mandatory vaccinations in Russia,high,100,Verified,Statement aligns with fact3,False
505,"""When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’""",Rand Paul,mistralai/Mistral-7B-Instruct-v0.2,Brennan was asked directly about the geographic limitation of the drone strike program.,high,Brennan responded that there is no geographic limitation to the drone strike program.,high,The question was about the geographic limitation of the drone strike program.,high,Brennan was asked directly about the geographic limitation of the drone strike program.,high,100,Verified,The statement accurately reflects Brennan's response.,True
506,"""[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.""",Thomas Sgouros Jr.,mistralai/Mistral-7B-Instruct-v0.2,The statement suggests that applying for a job may result in being denied unfairly.,high,The statement implies that the chances of being denied a job unfairly are 1 in 7.,high,The use of E-Verify is a factor in the denial of jobs unfairly.,high,The statement suggests that applying for a job may result in being denied unfairly.,high,100,Uncertain,The statement does not provide sufficient evidence to verify the claim.,False
507,"""Obamacare ... will kill jobs across America.""",U.S. Chamber of Commerce,mistralai/Mistral-7B-Instruct-v0.2,Obamacare will be implemented,high,Obamacare will have an impact on jobs,medium,Obamacacare will kill jobs across America,medium,Obamacare will be implemented,high,60,Uncertain,Impact on jobs is uncertain and depends on various factors,False
508,"""The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.""",Sylvester Turner,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
509,"The Civics Secures Democracy Act ""would allow the Biden administration to buy off states with $6 billion"" if they adopt critical race theory.",Ron DeSantis,mistralai/Mistral-7B-Instruct-v0.2,The Civics Secures Democracy Act is mentioned,high,The Biden administration could receive $6 billion,high,"If states adopt critical race theory, the Biden administration could receive $6 billion",medium,The Civics Secures Democracy Act is mentioned,high,100,Likely false,The Civics Secures Democracy Act does not provide for direct monetary incentives to states for adopting critical race theory.,False
510,"Department of Education officials investigating Virginia Tech shootings ""have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.""",Ken Cuccinelli,mistralai/Mistral-7B-Instruct-v0.2,Department of Education officials have not once visited Blacksburg,high,Department of Education officials have not spoken to the police chief,high,Department of Education officials have not spoken to the university president,high,Department of Education officials have not once visited Blacksburg,high,100,Verified,Statement aligns with fact,True
511,"""The Wisconsin voter roll has over 120,000 active voters who have been registered to vote for over 100 years.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,"There are over 120,000 active voters in Wisconsin",high,Some of these active voters have been registered for over 100 years,medium,"The number of active voters who have been registered for over 100 years is over 120,000",,"There are over 120,000 active voters in Wisconsin",high,100,Verified,"Wisconsin voter data shows active voters exceeding 120,000",False
