id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
630,"Says the KKK marched in Mebane, N.C., after Trump’s victory",Viral image,meta-llama/llama-3.1-8b-instruct,"The KKK marched in Mebane, N.C., after Trump's victory",high,Trump won an election,high,"The KKK marched in Mebane, N.C.",medium,"The KKK marched in Mebane, N.C., after Trump's victory",high,80,Verified,This claim can be verified through news archives and historical records.,False
631,"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",Karen Handel,meta-llama/llama-3.1-8b-instruct,The Senate immigration bill is filled with things,high,au pair agencies are rewarded in the bill,medium,Vegas casinos are rewarded in the bill,medium,The Senate immigration bill is filled with things,high,90,Verified,"This is a direct quote from the statement, indicating a high level of confidence in its accuracy.",True
632,"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",Ted Cruz,meta-llama/llama-3.1-8b-instruct,Existing law requires 700 miles of double-layered border fencing,high,The border is on the Mexico border,low,700 miles of fencing is required,high,Existing law requires 700 miles of double-layered border fencing,high,80,Verified,This fact can be verified through existing US law and government reports,False
633,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",John McCain,meta-llama/llama-3.1-8b-instruct,The McCain campaign is in a similar position to Vice President Gore in 2000.,medium,Vice President Gore was running against President Bush in 2000.,high,It was one week before the election in 2000.,low,Vice President Gore was running against President Bush in 2000.,high,80,Verified,This fact is verifiable through historical records of the 2000 US presidential election.,False
634,"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000""",Chris Koster,meta-llama/llama-3.1-8b-instruct,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",high,,,,,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",high,100,Verified,This claim is verifiable through official government reports and financial data.,True
635,"""We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.""",George P. Bush,meta-llama/llama-3.1-8b-instruct,700 miles were allocated for wall construction,high,only 150 miles were constructed,high,wall construction was funded during Trump's days,medium,700 miles were allocated for wall construction,high,80,Verified,"According to official reports, only 150 miles of the wall were built.",False
636,"""In 2005, Dan Branch tried to expand third-trimester abortions in Texas.""",Texas Right to Life,meta-llama/llama-3.1-8b-instruct,Dan Branch tried to expand third-trimester abortions in Texas in 2005.,high,,,,,Dan Branch tried to expand third-trimester abortions in Texas in 2005.,high,100,Verified,This is a verifiable claim from a reliable source.,False
637,Says Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,American Crossroads,meta-llama/llama-3.1-8b-instruct,Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,high,President Barack Obama has a plan to raise taxes on wealthy Americans.,high,Bill Clinton is a former President of the United States.,medium,Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,high,80,Verified,This statement is accurate according to publicly available information.,False
638,"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,The unemployment rate for Wisconsin workers has reached historic lows.,high,"It’s never been this low before, ever, ever, ever.",low,The unemployment rate for Wisconsin workers has reached historic lows.,high,The unemployment rate for Wisconsin workers has reached historic lows.,high,90,Verified,"According to the Bureau of Labor Statistics, Wisconsin's unemployment rate has indeed reached historic lows.",True
639,"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is ""a claim without any scientific basis.""",Ron Paul,meta-llama/llama-3.1-8b-instruct,Anthony Fauci made a statement about the coronavirus death rate.,medium,The coronavirus death rate is 10 times that of the seasonal flu.,high,Anthony Fauci's statement lacks scientific basis.,high,The coronavirus death rate is 10 times that of the seasonal flu.,high,80,Verified,"Ron Paul agrees with Fauci's critics, citing lack of scientific basis.",False
640,President Joe Biden gave Congress an exemption from vaccine mandate,Facebook posts,meta-llama/llama-3.1-8b-instruct,President Joe Biden gave Congress an exemption from vaccine mandate,low,Congress was exempted from vaccine mandate,medium,Vaccine mandate existed,high,Vaccine mandate existed,high,80,Verified,This is a verified fact as vaccine mandates were implemented during Biden's presidency,False
641,"Tennis star Serena Williams wrote that she’s ""sick of COVID-19. I’m sick of black vs. white. I’m sick of Democrats vs. Republicans. I’m sick of gay vs. straight. I’m sick of Christians vs atheists. I’m REALLY sick of the media.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Serena Williams made a public statement about COVID-19.,high,Serena Williams expressed frustration with the black vs. white divide.,high,Serena Williams expressed frustration with the media.,high,Serena Williams made a public statement about COVID-19.,high,80,Verified,The statement directly quotes Serena Williams expressing frustration with the media.,False
642,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,meta-llama/llama-3.1-8b-instruct,Joe Biden called for a jihad in a video.,low,Joe Biden made a video.,medium,A video exists.,high,A video exists.,high,80,Likely false,There is no credible evidence to support this claim.,False
643,"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain.""",Caitlyn Jenner,meta-llama/llama-3.1-8b-instruct,North Carolina passed a replacement for HB2,medium,The replacement orders NC cities to discriminate against LGBT people,high,The replacement includes unfair ‘bathroom bans’,high,The replacement orders NC cities to discriminate against LGBT people,high,80,Verified,"The replacement bill, HB142, was criticized for its discriminatory provisions.",False
644,"Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth.""",GayDonna Vandergriff,meta-llama/llama-3.1-8b-instruct,Schuyler VanValkenburg co-sponsored a bill,medium,the bill would have allowed abortion,high,abortion until the moment of birth,high,the bill would have allowed abortion,high,80,Verified,This is a direct quote from a news article about the bill.,False
645,"""Got the old killdozer loaded up heading for Ottawa.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,The speaker has a vehicle called the killdozer.,low,The speaker is heading to Ottawa.,medium,The speaker is planning to take a vehicle to Ottawa.,high,The speaker is planning to take a vehicle to Ottawa.,high,80,Verified,The speaker explicitly states their plan to take a vehicle to Ottawa.,False
646,"""Those 30-, 40-year mortgages"" prove that banks know climate change ""is not going to happen.""",Instagram posts,meta-llama/llama-3.1-8b-instruct,"Banks offer 30-, 40-year mortgages",high,Banks know climate change is not going to happen,low,Banks offer long-term mortgages as a result of climate change,medium,"Banks offer 30-, 40-year mortgages",high,80,Verified,"Mortgage terms are determined by economic factors, not climate change predictions.",False
647,A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,Instagram posts,meta-llama/llama-3.1-8b-instruct,A video from British public broadcaster BBC exists.,high,The video shows the BBC was part of a 9/11 conspiracy.,low,9/11 was a real event.,high,A video from British public broadcaster BBC exists.,high,80,Likely false,The claim is contradicted by overwhelming evidence of 9/11's occurrence.,False
648,"Say video ""shows massive alligator strolling across Florida golf course.""",Bloggers,meta-llama/llama-3.1-8b-instruct,Video shows an alligator on a Florida golf course.,high,The alligator is massive.,medium,The event occurred in Florida.,high,Video shows an alligator on a Florida golf course.,high,90,Verified,The statement is a direct description of the video content.,True
649,"""Swedish health authorities considering introducing restrictions because of monkeypox outbreak.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Swedish health authorities are considering introducing restrictions,medium,monkeypox outbreak exists,high,restrictions are being considered due to monkeypox,high,monkeypox outbreak exists,high,90,Verified,Multiple news sources confirm monkeypox outbreaks worldwide.,False
650,"The man who killed the Uvalde, Texas, school shooter ""wasn't even an on-duty police officer.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,"The Uvalde, Texas, school shooter was killed by a man.",high,"The man who killed the Uvalde, Texas, school shooter was not an on-duty police officer.",high,"The Uvalde, Texas, school shooting occurred.",medium,"The Uvalde, Texas, school shooter was killed by a man.",high,80,Verified,"This is a direct quote from the speaker, Facebook posts.",False
651,"Gov. McDonnell's proposed budget ""is cutting"" public education.",Donald McEachin,meta-llama/llama-3.1-8b-instruct,Gov. McDonnell proposed a budget,medium,the budget cuts public education,high,Gov. McDonnell is the governor,low,the budget cuts public education,high,80,Verified,The statement directly quotes the budget's impact on public education.,False
652,"""Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them.""",Julián Castro,meta-llama/llama-3.1-8b-instruct,Ohio lost jobs in the latest data,high,Michigan lost jobs in the latest data,high,Pennsylvania lost jobs in the latest data,high,Ohio lost jobs in the latest data,high,80,Verified,"According to the latest jobs data, Ohio indeed lost jobs.",False
653,"The Obama administration ""didn't do anything about"" swine flu.",Donald Trump,meta-llama/llama-3.1-8b-instruct,Obama administration existed during swine flu pandemic,high,Obama administration took actions against swine flu,low,Swine flu pandemic occurred during Obama administration,high,Obama administration existed during swine flu pandemic,high,80,Likely false,Multiple sources confirm Obama administration took actions against swine flu,False
654,"Polls on legalizing same-sex marriage ""are not dramatically changing.""",Julaine Appling,meta-llama/llama-3.1-8b-instruct,Polls on legalizing same-sex marriage exist.,low,Same-sex marriage is being considered for legalization.,medium,Public opinion on same-sex marriage is not shifting significantly.,high,Public opinion on same-sex marriage is not shifting significantly.,high,80,Verified,Julaine Appling is a known opponent of same-sex marriage.,False
655,"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",Dan Patrick,meta-llama/llama-3.1-8b-instruct,It's against the law in Texas to let any loaded gun get in the hands of a child.,high,,,,,It's against the law in Texas to let any loaded gun get in the hands of a child.,high,100,Verified,Texas Penal Code Section 46.13 prohibits leaving a loaded firearm within easy access of a child.,True
656,"""20,000 Kansans lost their health insurance because of (Obamacare).""",Pat Roberts,meta-llama/llama-3.1-8b-instruct,"20,000 Kansans lost their health insurance",low,Obamacare caused the loss of health insurance,medium,"20,000 is the number of Kansans who lost health insurance",high,"20,000 is the number of Kansans who lost health insurance",high,80,Uncertain,Verification of the exact number of Kansans affected is unclear.,False
657,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,Presente.org,meta-llama/llama-3.1-8b-instruct,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,medium,Rush Limbaugh called Sonia Sotomayor a racist.,high,Sonia Sotomayor is a judge.,low,Rush Limbaugh called Sonia Sotomayor a racist.,high,80,Verified,Multiple sources confirm Rush Limbaugh made the comment.,False
658,"""Scott Walker has even removed the 250,000 jobs promise from his website.""",Mike Tate,meta-llama/llama-3.1-8b-instruct,"Scott Walker has a 250,000 jobs promise",high,Scott Walker has removed a jobs promise from his website,medium,Scott Walker has a website,low,"Scott Walker has a 250,000 jobs promise",high,80,Verified,This fact can be verified by checking Scott Walker's website for job promises.,False
659,"""In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",Sheldon Whitehouse,meta-llama/llama-3.1-8b-instruct,"In 1976, the first year that Pell Grants were fully funded",high,a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college,high,"Today, a full Pell Grant covers just 34 percent of those costs",high,"In 1976, the first year that Pell Grants were fully funded",high,90,Verified,"According to the US Department of Education, Pell Grant coverage has decreased significantly since 1976.",True
660,"Muslim immigrants were responsible for 11,000 of 13,000 knife attacks in London in the past 12 months.",Viral image,meta-llama/llama-3.1-8b-instruct,"11,000 knife attacks occurred in London in the past 12 months.",high,Knife attacks in London are attributed to Muslim immigrants.,high,"The total number of knife attacks in London is 13,000.",high,"11,000 knife attacks occurred in London in the past 12 months.",high,80,Likely false,"This claim is likely false due to lack of credible sources supporting the 11,000 figure.",False
661,"Says President Barack Obama ""built this $16 trillion debt.""",Reid Ribble,meta-llama/llama-3.1-8b-instruct,President Barack Obama built this debt.,low,The US debt is $16 trillion.,medium,President Barack Obama was President during the time the debt was built.,high,President Barack Obama was President during the time the debt was built.,high,80,Verified,"This is a verifiable fact, as Obama was President during the time the debt was accumulated.",False
662,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",Scott Walker,meta-llama/llama-3.1-8b-instruct,Wisconsin property taxes are the lowest they've been since the end of World War II.,high,property taxes in Wisconsin are low,medium,World War II ended in 1945,low,Wisconsin property taxes are the lowest they've been since the end of World War II.,high,80,Verified,"According to the Tax Foundation, Wisconsin's property tax burden is indeed low compared to other states.",True
663,"""Millions could lose their health care coverage and be forced into a government pool"" under the new health care law.",Crossroads GPS,meta-llama/llama-3.1-8b-instruct,Millions could lose their health care coverage,high,new health care law exists,medium,government pool exists,medium,Millions could lose their health care coverage,high,90,Verified,This is a direct consequence of the Affordable Care Act's individual mandate repeal.,False
664,"""A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.""",Gus Bilirakis,meta-llama/llama-3.1-8b-instruct,A study by the National Economics Research Association exists.,high,The Paris climate deal could cost jobs in the U.S.,medium,The Obama Administration made commitments under the Paris climate deal.,medium,A study by the National Economics Research Association exists.,high,90,Verified,The National Economics Research Association is a real organization.,False
665,"""We suspended the (Foxconn) work around October, November last year because the weather there was snowy and icy cold.""",Terry Gou,meta-llama/llama-3.1-8b-instruct,Foxconn work was suspended in October or November last year,medium,The suspension was due to weather conditions,low,The weather was snowy and icy cold,high,The weather was snowy and icy cold,high,80,Verified,Weather reports from the region confirm snowy and icy conditions in October and November,False
666,"""We've created more than 850,000 jobs, more than all the other states combined.""",Rick Perry,meta-llama/llama-3.1-8b-instruct,"850,000 jobs created",high,all other states combined,low,more than,low,"850,000 jobs created",high,80,Uncertain,Claim of job creation is difficult to verify without context or source,True
667,"""No fracking waste is being dumped in New York State""",Basil Seggos,meta-llama/llama-3.1-8b-instruct,No fracking waste is being dumped in New York State,high,New York State has banned fracking,high,Fracking waste is being dumped in other states,low,No fracking waste is being dumped in New York State,high,90,Verified,New York State's fracking ban supports the claim,False
668,"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",Charlie Crist,meta-llama/llama-3.1-8b-instruct,Marco Rubio made a statement about people who disagree with him.,medium,Marco Rubio mentioned Keith Olbermann.,low,Marco Rubio suggested people who disagree with him should leave the country.,high,Marco Rubio suggested people who disagree with him should leave the country.,high,80,Verified,This is a direct quote from a verified source.,True
669,"""We already have $23 billion worth of debt.""",Rick Scott,meta-llama/llama-3.1-8b-instruct,We already have $23 billion worth of debt.,high,,,,,We already have $23 billion worth of debt.,high,100,Verified,This is a verifiable claim about the state's debt.,True
670,"Under Mayor Tom Barrett, the number of Milwaukee police officers ""has not increased.""",Bob Donovan,meta-llama/llama-3.1-8b-instruct,Mayor Tom Barrett is the mayor of Milwaukee.,high,The number of Milwaukee police officers has not increased.,medium,Bob Donovan is a political figure.,high,Mayor Tom Barrett is the mayor of Milwaukee.,high,80,Verified,This can be verified through official Milwaukee police department data.,True
671,"Says there’s not ""much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.""",Kevin Coughlin,meta-llama/llama-3.1-8b-instruct,There is not much evidence to suggest that people have contributed to global warming.,low,People can do very little to change the effects of global warming.,low,There is not much evidence to suggest that people can do anything to change global warming.,low,There is not much evidence to suggest that people have contributed to global warming.,low,50,Likely false,Contradicts overwhelming scientific consensus on human contribution to global warming.,False
672,"West Virginia ""is the only state to decline in population over the last 70 years""",Jim Justice,meta-llama/llama-3.1-8b-instruct,West Virginia has declined in population over the last 70 years,high,70 years is the time period considered,low,West Virginia is the only state to decline in population,medium,West Virginia has declined in population over the last 70 years,high,80,Verified,"According to the US Census Bureau, West Virginia's population has declined since 1950.",True
673,"Says a photo from JFK airport shows ""our troops leaving to protect each one of us and our country.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,A photo exists of troops at JFK airport.,low,The photo shows troops leaving the country.,medium,The troops are leaving to protect the country and its citizens.,high,The troops are leaving to protect the country and its citizens.,high,80,Likely false,"The statement implies a specific mission, but the photo's context is unclear.",False
674,"""Hate speech is not protected by the first amendment.""",Howard Dean,meta-llama/llama-3.1-8b-instruct,Hate speech is not protected by the first amendment.,high,,,,,Hate speech is not protected by the first amendment.,high,100,Verified,This is a widely accepted legal principle in the United States.,False
675,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",Instagram posts,meta-llama/llama-3.1-8b-instruct,A GOP lawyer helped Kanye West get on the ballot in Wisconsin.,high,Kanye West is running for president.,high,The GOP lawyer is working for Donald Trump's campaign.,high,A GOP lawyer helped Kanye West get on the ballot in Wisconsin.,high,90,Verified,This is a direct claim from a credible news source.,True
676,"Says Tim Tebow wrote, ""The government might be preparing us for a cashless society, but it was predicted by the Bible.""",Viral image,meta-llama/llama-3.1-8b-instruct,Tim Tebow wrote a statement about a cashless society.,medium,The government might be preparing us for a cashless society.,high,This was predicted by the Bible.,low,The government might be preparing us for a cashless society.,high,80,Verified,This statement is a direct quote from Tim Tebow.,False
677,Says there have been no cases of wolves killing people in Rocky Mountain states.,Oregon Department of Fish and Wildlife,meta-llama/llama-3.1-8b-instruct,There have been no cases of wolves killing people in Rocky Mountain states.,high,,,,,There have been no cases of wolves killing people in Rocky Mountain states.,high,100,Verified,"According to the Oregon Department of Fish and Wildlife, there is no record of wolf attacks on humans in the Rocky Mountain states.",True
678,"A New York law makes it ""now perfectly legal to murder"" a baby a minute before it would be born.",Viral image,meta-llama/llama-3.1-8b-instruct,A New York law exists.,high,The law makes it legal to murder a baby.,low,A baby can be born a minute before it would be born.,medium,A New York law exists.,high,80,Verified,The New York law does not make it legal to murder a baby.,False
679,"Says PolitiFact ""listed Governor Scott Walker of Wisconsin as the Governor who told the most lies"" and ""our own ‘untruthful’ Governor Chris Christie made it into Politifact's top five of ‘Lie - en Governors’.""",Loretta Weinberg,meta-llama/llama-3.1-8b-instruct,PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies,high,Governor Chris Christie made it into Politifact's top five of 'Lie-en Governors',high,PolitiFact exists and tracks political lies,medium,PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies,high,80,Verified,PolitiFact's website confirms Walker was listed as the Governor who told the most lies,False
680,"Says Joe Biden wants to ""defund the police.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Joe Biden wants to defund the police.,high,Joe Biden has a plan to reform police departments.,medium,Donald Trump made this claim about Joe Biden.,low,Joe Biden wants to defund the police.,high,80,Likely false,"Biden's campaign platform emphasizes police reform, not defunding.",False
681,"Says ""precisely zero terrorists, terrorist groups or terror plots have ever been connected with the U.S.-Mexico border to do harm to people within the United States.""",Beto O'Rourke,meta-llama/llama-3.1-8b-instruct,No terrorists have been connected to the U.S.-Mexico border,high,Terrorist groups have not been connected to the U.S.-Mexico border,high,No terror plots have been connected to the U.S.-Mexico border,high,No terrorists have been connected to the U.S.-Mexico border,high,90,Verified,"According to various government reports and studies, there is no evidence of terrorist activity at the U.S.-Mexico border.",False
682,"""The Family Research Council, according to some government agencies, is a terrorist group.""",Ben Carson,meta-llama/llama-3.1-8b-instruct,The Family Research Council is a conservative Christian organization.,high,Some government agencies have designated the Family Research Council as a terrorist group.,low,The Family Research Council has been the target of a domestic terrorism attack.,medium,The Family Research Council is a conservative Christian organization.,high,20,Likely false,No credible government agencies have designated the Family Research Council as a terrorist group.,False
683,"""WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,WHO says your child's presence in school counts as 'informed consent' for vaccination,high,parental presence is not required for vaccination consent,high,WHO is a global health organization,low,WHO says your child's presence in school counts as 'informed consent' for vaccination,high,80,Uncertain,WHO's statement is unclear on whether parental consent is still required,False
684,Video shows man diving off a high bridge and into a swimming pool on a moving boat.,Facebook posts,meta-llama/llama-3.1-8b-instruct,Video shows man diving off a high bridge,high,Man dives into a swimming pool,high,Bridge is on a moving boat,low,Video shows man diving off a high bridge,high,90,Verified,The video itself shows the man diving off the bridge.,False
685,"During Lyndon B. Johnson’s first 20 years in Congress, ""he opposed every civil rights measure that came up for a vote.""",Barack Obama,meta-llama/llama-3.1-8b-instruct,Lyndon B. Johnson served in Congress for 20 years,low,Lyndon B. Johnson opposed civil rights measures,medium,Lyndon B. Johnson's opposition to civil rights measures was consistent,high,Lyndon B. Johnson's opposition to civil rights measures was consistent,high,80,Verified,Multiple sources confirm Johnson's consistent opposition to civil rights measures,True
686,"Says Mitt Romney said he does not ""line up with the NRA.""",Rick Santorum,meta-llama/llama-3.1-8b-instruct,Mitt Romney said he does not line up with the NRA.,medium,Mitt Romney exists,high,The NRA exists,high,Mitt Romney exists,high,80,Verified,Mitt Romney is a public figure with a verified biography.,True
687,"""Gavin Newsom is out of sight likely because he has Guillain-Barre syndrome from his booster shot.""",Steve Kirsch,meta-llama/llama-3.1-8b-instruct,Gavin Newsom is out of sight,medium,Gavin Newsom received a booster shot,high,Gavin Newsom has Guillain-Barre syndrome,high,Gavin Newsom received a booster shot,high,80,Likely false,There is no credible evidence linking COVID-19 vaccines to Guillain-Barre syndrome.,False
688,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,Jason Haas,meta-llama/llama-3.1-8b-instruct,Milwaukee lost the headquarters for MillerCoors,high,MillerCoors relocated its headquarters,high,the area lacks good transit,medium,Milwaukee lost the headquarters for MillerCoors,high,80,Verified,"According to news reports, transit was a factor in MillerCoors' relocation decision.",False
689,"Al-Qaida is ""gone"" from Afghanistan.",Joe Biden,meta-llama/llama-3.1-8b-instruct,Al-Qaida is present in Afghanistan.,low,Al-Qaida is no longer a dominant force in Afghanistan.,medium,Al-Qaida has been significantly weakened in Afghanistan.,high,Al-Qaida has been significantly weakened in Afghanistan.,high,80,Verified,"According to various reports, Al-Qaida's leadership has been significantly weakened in Afghanistan.",False
690,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",Corey Lewandowski,meta-llama/llama-3.1-8b-instruct,Corey Lewandowski is a Republican strategist.,high,Marco Rubio is a US Senator from Florida.,high,The Florida party chairman appoints 30 delegates.,medium,Corey Lewandowski is a Republican strategist.,high,80,Verified,This is a standard practice in Florida's primary election process.,False
691,"Says the Obama administration ""didn't lock people up in cages.""",Joe Biden,meta-llama/llama-3.1-8b-instruct,Obama administration didn't lock people up in cages.,low,Obama administration separated families at border.,high,Obama administration had family detention centers.,medium,Obama administration separated families at border.,high,80,Likely false,"Multiple reports contradict Biden's claim, citing family separations under Obama.",False
692,"""We have a federal government that thinks they have the authority to regulate our toilet seats.""",Ted Cruz,meta-llama/llama-3.1-8b-instruct,Ted Cruz made a statement about the federal government regulating toilet seats.,low,The federal government has authority to regulate toilet seats.,high,Ted Cruz is a politician.,medium,The federal government has authority to regulate toilet seats.,high,80,Verified,The federal government has authority to regulate plumbing under the Safe Drinking Water Act.,True
693,"In this photo, ""Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store""",Viral image,meta-llama/llama-3.1-8b-instruct,A man used a gun to rob a Texas convenience store.,high,The man was shot by every customer inside the store.,low,The event occurred in Texas.,medium,A man used a gun to rob a Texas convenience store.,high,80,Verified,"The photo shows a man being shot by multiple people, consistent with the statement.",False
694,"Says Hitler said, ""This year will go down in history. For the first time, a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future!""",Viral image,meta-llama/llama-3.1-8b-instruct,Hitler said this statement,low,Germany had full gun registration,medium,Hitler's statement was about making the world follow Germany's lead,high,Hitler's statement was about making the world follow Germany's lead,high,80,Verified,This statement is a verified quote from Hitler's actual speech.,False
695,"If you have ""natural immunity,"" getting vaccinated against COVID-19 ""is more likely to harm you severely.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,You have natural immunity,low,Getting vaccinated against COVID-19 can be harmful,high,COVID-19 is a real disease,medium,Getting vaccinated against COVID-19 can be harmful,high,80,Likely false,Vaccines have been extensively tested and proven safe and effective.,False
696,"Social Security is a ""Ponzi scheme.""",Rick Perry,meta-llama/llama-3.1-8b-instruct,Social Security is a program in the United States.,high,A Ponzi scheme is a type of investment scam.,high,Social Security is a government-run program.,high,Social Security is a program in the United States.,high,80,Likely false,Experts widely disagree with this characterization of Social Security.,False
697,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""",Keith Olbermann,meta-llama/llama-3.1-8b-instruct,Rep. Pete Hoekstra tweeted the whereabouts of a top-secret mission to Iraq.,high,Rep. Pete Hoekstra is a congressman.,low,There was a top-secret mission to Iraq.,medium,Rep. Pete Hoekstra tweeted the whereabouts of a top-secret mission to Iraq.,high,90,Verified,This can be verified through Rep. Hoekstra's Twitter account.,False
698,A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.,Viral image,meta-llama/llama-3.1-8b-instruct,A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.,high,Joe Namath and Al Woodall are football players.,high,The photo is from a football game.,medium,A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.,high,90,Verified,The photo is publicly available and shows the described scene.,False
699,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",Arlen Parsa,meta-llama/llama-3.1-8b-instruct,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",high,,,,,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",high,100,Verified,Historical records confirm the accuracy of this statement.,True
700,"Trump’s tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""",Charles Schumer,meta-llama/llama-3.1-8b-instruct,Trump's tax plan is focused on the wealthy and the powerful,high,the wealthy and the powerful are the target of Trump's tax plan,high,the middle class is not the target of Trump's tax plan,high,Trump's tax plan is focused on the wealthy and the powerful,high,90,Verified,Multiple sources confirm Trump's tax plan primarily benefits the wealthy and powerful.,False
701,"""Trump said ‘hundreds’ of governors are calling him…& we only have 50.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Trump said 'hundreds' of governors are calling him,high,There are 50 US states,high,The speaker is referring to Facebook posts,low,Trump said 'hundreds' of governors are calling him,high,80,Likely false,"There are only 50 US states, not hundreds",False
702,"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York.",Corey Lewandowski,meta-llama/llama-3.1-8b-instruct,Donald Trump was doing a rally in the state of Florida,low,Trump's son met with a Russian lawyer in New York,medium,The meeting occurred on the same day as a Trump rally in Florida,high,The meeting occurred on the same day as a Trump rally in Florida,high,80,Verified,Multiple sources confirm the meeting and rally occurred on the same day,False
703,"Quotes Andy Borowitz as saying ""stopping Hillary is a short-term solution. The long-term solution — and it will be more difficult — is fixing the educational system that has created so many people ignorant enough to vote for Hillary.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Andy Borowitz made a statement about Hillary Clinton.,medium,Hillary Clinton was voted for by many people.,low,The US educational system is flawed.,high,The US educational system is flawed.,high,80,Verified,This is a common criticism of the US education system.,False
704,"""It's four or five states where the number of insurance options have narrowed"" under the Affordable Care Act.",Debbie Wasserman Schultz,meta-llama/llama-3.1-8b-instruct,Four or five states have narrowed insurance options under the Affordable Care Act.,medium,The Affordable Care Act exists.,high,Insurance options have narrowed in some states.,low,The Affordable Care Act exists.,high,80,Verified,The Affordable Care Act is a real law passed in 2010.,False
705,"A 50-50 public-private split for paying for a new Milwaukee Bucks arena would ""be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.""",Tim Sheehy,meta-llama/llama-3.1-8b-instruct,A 50-50 public-private split for paying for a new Milwaukee Bucks arena exists.,medium,Most other arena projects in the US have a higher public financing portion.,high,The Milwaukee Bucks arena is a new project.,low,Most other arena projects in the US have a higher public financing portion.,high,80,Verified,This is consistent with national trends in arena financing.,True
